Event,AvgScore,MinScore,MaxScore,AvgDelta,MinDelta,MaxDelta,LPS,LNS
9442,-17.9396551724138,-343,78,0.11304347826087,-168,219,0.0344827586206897,0.129310344827586
9443,38.8068965517241,-77,750,-0.347222222222222,-638,688,0.158620689655172,0.0758620689655172
9444,-130.255813953488,-1396,79,15.4470588235294,-232,857,0.197674418604651,0.465116279069767
9445,81.0873015873016,-5,298,-0.6,-95,143,0.96031746031746,0.00793650793650794
9446,11.9487179487179,-41,53,1.44736842105263,-40,44,0.256410256410256,0.0769230769230769
9447,16.2083333333333,0,45,0.695652173913043,-19,19,0.0416666666666667,0
9448,417.061538461538,-22,11425,-173.734375,-10702,280,0.738461538461539,0.0615384615384615
9449,152.204301075269,13,949,-5.73913043478261,-523,407,1,0
9450,0.666666666666667,-67,65,0.528,-49,50,0.0396825396825397,0.0555555555555556
9451,196.693069306931,-40,4899,-2.81,-4399,4536,0.227722772277228,0.099009900990099
9452,39.65,18,74,-0.473684210526316,-56,29,1,0
9453,97.6464646464647,-161,961,-9.54081632653061,-492,151,0.181818181818182,0.232323232323232
9454,-21.702380952381,-381,463,2.87951807228916,-540,573,0.357142857142857,0.261904761904762
9455,150.619718309859,-12,1203,-16.8714285714286,-669,104,0.591549295774648,0.0140845070422535
9456,29.0877192982456,-33,61,0.339285714285714,-48,60,0.736842105263158,0.0526315789473684
9457,-478.962962962963,-11382,50,142.5125,-120,5522,0.0123456790123457,0.62962962962963
9458,61.1325301204819,-45,241,-2.59756097560976,-75,76,0.530120481927711,0.0602409638554217
9459,88.2372881355932,-19,331,-5.37931034482759,-114,108,0.474576271186441,0.0169491525423729
9460,-88.9090909090909,-389,26,6.24615384615385,-26,191,0.121212121212121,0.818181818181818
9461,151.28,-9,466,-16.7916666666667,-398,108,0.88,0.04
9462,99.9080459770115,-77,1306,0.744186046511628,-700,1325,0.137931034482759,0.0574712643678161
9463,438.964705882353,-196,11170,-14.8690476190476,-10277,10172,0.517647058823529,0.152941176470588
9464,-67.3936170212766,-353,64,4.04301075268817,-54,164,0.0106382978723404,0.680851063829787
9465,57.228813559322,-20,544,0.222222222222222,-248,336,0.305084745762712,0.0254237288135593
9466,15.7042253521127,-181,84,0.314285714285714,-181,141,0.619718309859155,0.112676056338028
9467,7.86363636363636,-8,26,0.476190476190476,-13,26,0.363636363636364,0.136363636363636
9468,413.755905511811,-32,4437,-35.1746031746032,-3340,412,0.456692913385827,0.0866141732283465
9469,-926.258620689655,-11260,56,197.070175438596,-1108,10565,0,0.827586206896552
9470,25.1010101010101,0,68,0.193877551020408,-39,59,0,0
9471,86.2063492063492,-36,608,-0.408,-308,400,0.238095238095238,0.00793650793650794
9472,115.888888888889,-59,426,-15.5,-140,48,0.444444444444444,0.333333333333333
9473,-5.88888888888889,-142,165,-0.396551724137931,-131,109,0.290598290598291,0.00854700854700855
9474,122.201834862385,-104,1617,-10.0092592592593,-997,510,0.477064220183486,0.0642201834862385
9475,-59.4324324324324,-476,64,6.68493150684932,-289,349,0.418918918918919,0.432432432432432
9476,-44.5346534653465,-232,44,1.2,-143,119,0.168316831683168,0.267326732673267
9477,-59.2621951219512,-781,64,4.95092024539877,-105,378,0.0975609756097561,0.0975609756097561
9478,-5.56842105263158,-111,64,0.276595744680851,-125,82,0.0842105263157895,0.210526315789474
9479,-6.91780821917808,-168,82,0.179310344827586,-105,82,0.0410958904109589,0.0136986301369863
9480,-433.986486486487,-1713,45,10.6712328767123,-1237,973,0.0810810810810811,0.72972972972973
9481,133.87012987013,-8,561,-7.14473684210526,-212,30,0.805194805194805,0.038961038961039
9482,-175.19298245614,-841,48,7.46017699115044,-110,167,0.0614035087719298,0.526315789473684
9483,434.905660377359,-99,5672,-22,-5450,4149,0.60377358490566,0.0188679245283019
9484,-185.4,-659,135,6.81818181818182,-94,393,0.11,0.48
9485,53.5806451612903,0,138,0.633333333333333,-138,138,0,0
9486,391.608695652174,-5,824,-11.7352941176471,-328,167,0.782608695652174,0.0144927536231884
9487,200.673469387755,20,1767,-35.9375,-1356,80,1,0
9488,9.09756097560976,-34,132,0.4,-132,124,0.24390243902439,0.365853658536585
9489,75.7326732673267,-18,263,-2.34,-115,113,0.277227722772277,0.0198019801980198
9490,50.8307692307692,-9,814,-12.421875,-759,50,0.184615384615385,0.0153846153846154
9491,344.193548387097,-6,6089,-17.2717391304348,-5451,3680,0.602150537634409,0.010752688172043
9492,-141.69512195122,-1236,60,4.76543209876543,-929,640,0.390243902439024,0.24390243902439
9493,48.1851851851852,2,92,-0.584905660377358,-28,24,1,0
9494,18.295652173913,-38,100,0.192982456140351,-46,60,0.4,0.00869565217391304
9495,51.5915492957746,-66,187,0.24113475177305,-95,127,0.197183098591549,0.0422535211267606
9496,-8.77011494252874,-66,47,0.0232558139534884,-48,40,0.0344827586206897,0.0229885057471264
9497,213.539473684211,-651,6677,9.02666666666667,-6359,6443,0.842105263157895,0.118421052631579
9498,75.8181818181818,-11,384,-4.65789473684211,-104,40,0.649350649350649,0.051948051948052
9499,84.5245901639344,-86,877,-14.1833333333333,-614,304,0.491803278688525,0.213114754098361
9500,221,-23,1682,-19.5243902439024,-1682,985,0.120481927710843,0.0481927710843374
9501,-144.594594594595,-1067,41,14.8767123287671,-95,563,0.162162162162162,0.567567567567568
9502,78.5641025641026,17,112,-1.15789473684211,-45,40,1,0
9503,-90.4150943396226,-1018,100,20.3333333333333,-510,610,0.584905660377358,0.415094339622642
9504,30.6440677966102,-70,165,0.222222222222222,-68,71,0.169491525423729,0.0847457627118644
9505,-91.9423076923077,-436,82,8.90196078431373,-104,172,0.0576923076923077,0.288461538461538
9506,-239.369369369369,-4426,89,40.4727272727273,-2761,3331,0.018018018018018,0.738738738738739
9507,8.57627118644068,-56,85,-0.120689655172414,-47,71,0.135593220338983,0.220338983050847
9508,10.96,-27,64,1.29166666666667,-38,39,0.32,0.2
9509,-140.076086956522,-1068,59,11.9340659340659,-208,354,0.369565217391304,0.217391304347826
9510,97.2795698924731,-96,1158,-10.0652173913043,-1254,234,0.10752688172043,0.032258064516129
9511,9.08695652173913,-88,119,-1.33823529411765,-206,44,0.0289855072463768,0.27536231884058
9512,54.6236559139785,-210,256,0.33695652173913,-198,277,0.731182795698925,0.129032258064516
9513,161.629213483146,13,524,-5.73863636363636,-179,135,1,0
9514,-12.9468085106383,-160,93,0.419354838709677,-139,84,0.0106382978723404,0.0319148936170213
9515,25.3471074380165,-37,196,-1.475,-98,58,0.247933884297521,0.140495867768595
9516,120.467532467532,-290,1537,-19.9736842105263,-501,183,0.597402597402597,0.246753246753247
9517,35.4905660377358,-6,69,-0.0769230769230769,-46,27,0.60377358490566,0.0188679245283019
9518,-22.8064516129032,-74,22,0.311475409836066,-35,82,0.0967741935483871,0.0161290322580645
9519,-4.42,-66,50,1.6530612244898,-57,80,0.36,0.2
9520,-695.04347826087,-11255,99,65.7582417582418,-5290,6090,0.282608695652174,0.717391304347826
9521,209.786324786325,-340,11447,-51.5344827586207,-9947,6332,0.128205128205128,0
9522,92.5333333333333,-129,4681,-10.7403846153846,-4681,3545,0.419047619047619,0.0666666666666667
9523,690.01652892562,-10,11259,-37.8333333333333,-4667,8852,0.652892561983471,0.00826446280991736
9524,167.797752808989,10,354,-3.52272727272727,-186,102,1,0
9525,65.5438596491228,-322,1081,-18.8214285714286,-1403,449,0.280701754385965,0.087719298245614
9526,41.4520547945205,-45,106,0.611111111111111,-58,84,0.150684931506849,0.0958904109589041
9527,-34.1842105263158,-220,65,1.85333333333333,-106,69,0.236842105263158,0.394736842105263
9528,-251.586956521739,-1568,64,17.5164835164835,-278,774,0.0869565217391304,0.858695652173913
9529,381.252173913043,1,6086,-45.5350877192982,-3977,869,1,0
9530,158.011764705882,-12,596,-6.86904761904762,-140,106,0.917647058823529,0.0352941176470588
9531,-146.209090909091,-987,64,9.25688073394495,-309,325,0.0454545454545455,0.727272727272727
9532,-87.4270833333333,-1034,50,11.0842105263158,-28,418,0.166666666666667,0.520833333333333
9533,97.0722891566265,-3,761,-7.79268292682927,-511,339,0.72289156626506,0.0120481927710843
9534,-17.8888888888889,-449,64,8.9622641509434,-61,339,0.0740740740740741,0.203703703703704
9535,109.883116883117,-5,1846,-5.34210526315789,-1360,1414,0.467532467532468,0.038961038961039
9536,192.282352941176,0,525,-5.79761904761905,-290,162,0.541176470588235,0
9537,7.64285714285714,-20,46,-0.024390243902439,-37,30,0.142857142857143,0.0952380952380952
9538,152.396825396825,-46,919,-13.7903225806452,-750,139,0.507936507936508,0.111111111111111
9539,13.6969696969697,-31,64,0.15625,-44,40,0.272727272727273,0.0909090909090909
9540,16.5061728395062,-16,110,0.2375,-64,102,0.160493827160494,0.0864197530864197
9541,15.5348837209302,-39,56,0.976190476190476,-38,49,0.13953488372093,0.116279069767442
9542,377.885714285714,20,1387,-40.0294117647059,-476,257,1,0
9543,-19.8367346938776,-451,151,4.28865979381443,-75,361,0.0408163265306122,0.36734693877551
9544,-162.90625,-1265,83,6.83157894736842,-595,757,0.125,0.583333333333333
9545,-435.166666666667,-4915,64,39.496,-74,4324,0.142857142857143,0.380952380952381
9546,77.9024390243902,-20,621,-13.55,-351,53,0.292682926829268,0.170731707317073
9547,-487.630434782609,-10955,51,120.593406593407,-374,9139,0.195652173913043,0.804347826086957
9548,-242.705357142857,-2659,44,24.1261261261261,-465,1105,0.205357142857143,0.375
9549,526.157894736842,-119,10810,-11.4318181818182,-5688,5375,0.466165413533835,0.0977443609022556
9550,-3.16883116883117,-51,91,0.342105263157895,-62,28,0.181818181818182,0.272727272727273
9551,88.8453608247423,-32,777,-7.40625,-429,145,0.185567010309278,0.0103092783505155
9552,153.280898876405,-145,1381,-15.4772727272727,-518,79,0.292134831460674,0.0112359550561798
9553,-74.2659574468085,-358,108,3.61290322580645,-148,154,0.0319148936170213,0.308510638297872
9554,-176.119047619048,-4434,46,5.8,-3735,3787,0.0714285714285714,0.80952380952381
9555,133.546666666667,2,2430,-29.7972972972973,-2106,223,1,0
9556,-199.803571428571,-491,136,5.38181818181818,-281,278,0.0892857142857143,0.5
9557,121.284403669725,8,435,-3.77777777777778,-248,181,1,0
9558,97.9056603773585,-12,852,-15.8076923076923,-701,109,0.566037735849057,0.0188679245283019
9559,33.2666666666667,-8,171,0.0224719101123596,-152,97,0.188888888888889,0.0222222222222222
9560,374.847457627119,-70,11754,-24.1379310344828,-10294,10336,0.474576271186441,0.11864406779661
9561,82.989010989011,-117,1091,-3.9,-809,939,0.483516483516484,0.318681318681319
9562,21.4776119402985,-87,175,0.393939393939394,-88,208,0.507462686567164,0.194029850746269
9563,28.984375,-16,60,-0.333333333333333,-58,44,0.078125,0.03125
9564,709.407079646018,-32,11243,-43.7142857142857,-6332,5475,0.353982300884956,0.00884955752212389
9565,7.94791666666667,-86,98,-0.0315789473684211,-65,45,0.114583333333333,0.09375
9566,345.72602739726,2,847,-10.25,-296,299,1,0
9567,-21.7164179104478,-128,63,2.22727272727273,-46,51,0.238805970149254,0.462686567164179
9568,-5.85294117647059,-59,64,0.192592592592593,-50,50,0.139705882352941,0.154411764705882
9569,96.8641975308642,-51,423,-4.925,-167,37,0.592592592592593,0.0123456790123457
9570,-359.772727272727,-6332,65,139.883720930233,-336,5819,0.181818181818182,0.613636363636364
9571,-125.857142857143,-850,103,0.268041237113402,-629,230,0.0510204081632653,0.0816326530612245
9572,11.9344262295082,-7,73,0.316666666666667,-49,37,0.409836065573771,0.0163934426229508
9573,65.1730769230769,-15,250,-0.92156862745098,-91,96,0.615384615384615,0.0192307692307692
9574,27.5416666666667,-4,60,0.0869565217391304,-34,17,0.833333333333333,0.0416666666666667
9575,194.911392405063,-25,686,-5.06410256410256,-177,197,0.683544303797468,0.0379746835443038
9576,97.4590163934426,7,441,-7.03333333333333,-171,65,1,0
9577,217.495726495727,-29,584,-4.8448275862069,-199,274,0.863247863247863,0
9578,-10.0243902439024,-871,243,11.0740740740741,-195,326,0,0.219512195121951
9579,23.3561643835616,-39,180,-0.282758620689655,-180,180,0.0958904109589041,0.0342465753424658
9580,37.175,-28,80,0.666666666666667,-46,75,0.65,0.025
9581,-40.3636363636364,-148,32,1.03703703703704,-62,77,0.181818181818182,0.454545454545455
9582,102.358490566038,4,618,-8.36538461538462,-327,168,1,0
9583,38.974025974026,-147,156,-1.34210526315789,-106,98,0.454545454545455,0.0909090909090909
9584,70.3111111111111,13,380,-8.20454545454546,-209,45,1,0
9585,124.336956521739,-5,256,-2.35164835164835,-242,242,0.326086956521739,0.0108695652173913
9586,67.5172413793103,-12,206,-6.25,-169,30,0.482758620689655,0.103448275862069
9587,-1518.75352112676,-11437,53,41.8368794326241,-5504,10653,0.0704225352112676,0.366197183098592
9588,177.144927536232,-184,1307,-18.3529411764706,-544,224,0.434782608695652,0.202898550724638
9589,85.9130434782609,-80,310,-3.44117647058824,-310,66,0.347826086956522,0.173913043478261
9590,249.320754716981,-56,1344,-25.3461538461538,-660,318,0.566037735849057,0.320754716981132
9591,-34.3130434782609,-939,68,8.42105263157895,-152,355,0.217391304347826,0.165217391304348
9592,64.7539682539683,-433,401,3.672,-325,344,0.150793650793651,0.206349206349206
9593,149.627450980392,10,439,-8.36,-131,33,1,0
9594,120.397590361446,-203,1183,-13.8780487804878,-547,194,0.313253012048193,0.204819277108434
9595,21.1666666666667,-43,65,0.962264150943396,-31,41,0.0555555555555556,0.111111111111111
9596,-452.475609756098,-9895,101,15.9753086419753,-8123,7952,0.390243902439024,0.292682926829268
9597,-424.827586206897,-10289,94,89.695652173913,-584,5841,0.275862068965517,0.224137931034483
9598,-43.063829787234,-364,141,3.76344086021505,-174,243,0.24468085106383,0.446808510638298
9599,169.269841269841,-21,1303,-20.5967741935484,-709,338,0.365079365079365,0.0158730158730159
9600,-46.6818181818182,-487,43,11.9302325581395,-53,398,0.0909090909090909,0.409090909090909
9601,-1.52173913043478,-477,52,10.5555555555556,-38,503,0.369565217391304,0.0434782608695652
9602,19.4157303370787,-91,94,0.329545454545455,-52,66,0,0.191011235955056
9603,23.9453125,-109,132,0.204724409448819,-132,144,0.0078125,0.0078125
9604,136.474226804124,-20,416,-4.11458333333333,-114,78,0.865979381443299,0.0103092783505155
9605,9.50980392156863,-67,44,0.34,-97,46,0.176470588235294,0.0980392156862745
9606,65.24,-244,1420,-2.86486486486486,-665,749,0.16,0.333333333333333
9607,235.881720430108,18,819,-8.46739130434783,-515,430,1,0
9608,-461.702380952381,-10666,48,63.144578313253,-5379,8216,0.107142857142857,0.630952380952381
9609,-206.1640625,-1289,33,10.1653543307087,-331,415,0.125,0.25
9610,289.426395939086,-27,10293,-25.015306122449,-5394,5371,0.213197969543147,0.0152284263959391
9611,-273.958333333333,-2172,48,30.8591549295775,-293,1014,0.138888888888889,0.805555555555556
9612,464.177914110429,-9,11239,-30.1049382716049,-10386,10303,0.147239263803681,0.0122699386503067
9613,27.974358974359,0,64,-0.12987012987013,-34,29,0.487179487179487,0
9614,-178.242424242424,-882,73,13.4769230769231,-214,408,0.272727272727273,0.666666666666667
9615,-301.890625,-9558,64,4.65079365079365,-9045,8871,0.21875,0.5
9616,-795.888888888889,-10378,149,47.0747663551402,-5356,5371,0.277777777777778,0.564814814814815
9617,6.90909090909091,-56,64,1.34883720930233,-38,55,0.454545454545455,0.136363636363636
9618,88.3846153846154,0,523,-7.71875,-224,50,0.538461538461538,0
9619,-609.651315789474,-10293,71,32.1324503311258,-5367,5375,0,0.118421052631579
9620,114.203389830508,13,353,-3.94827586206897,-128,158,1,0
9621,-227.225806451613,-2287,56,37.8032786885246,-116,949,0.532258064516129,0.32258064516129
9622,-54.3157894736842,-379,37,0.821428571428571,-277,158,0.087719298245614,0.508771929824561
9623,-7.38834951456311,-267,774,-6.31372549019608,-379,128,0.135922330097087,0.339805825242718
9624,-45.3529411764706,-393,94,4.54545454545455,-311,192,0.558823529411765,0.352941176470588
9625,180.016806722689,-63,1170,-9.69491525423729,-261,175,0.420168067226891,0.0504201680672269
9626,-4.6031746031746,-68,38,0.306451612903226,-36,42,0.174603174603175,0.253968253968254
9627,199.555555555556,0,2361,-37.7741935483871,-1417,76,0.603174603174603,0
9628,-44.1958041958042,-175,76,0.838028169014085,-77,112,0.00699300699300699,0.146853146853147
9629,195.8,-4,742,-11.109375,-366,256,0.8,0.0153846153846154
9630,28.28,-27,115,-0.131313131313131,-55,71,0.02,0.02
9631,850.256880733945,-30,11570,-48.75,-5383,6248,0.623853211009174,0.0275229357798165
9632,-247.144230769231,-11547,69,112.291262135922,-260,6340,0.201923076923077,0.0961538461538462
9633,-12.4117647058824,-87,64,0.257425742574257,-63,87,0.0686274509803922,0.0882352941176471
9634,-98.625,-441,54,14.7096774193548,-34,129,0.5,0.5
9635,122.037735849057,-12,458,-8.44230769230769,-349,61,0.943396226415094,0.0188679245283019
9636,21.6279069767442,0,75,0.619047619047619,-45,23,0,0
9637,115.921348314607,0,2463,-27.7727272727273,-1405,41,0.662921348314607,0
9638,-110.32,-359,64,4.7027027027027,-101,198,0.186666666666667,0.226666666666667
9639,-99.8684210526316,-318,55,4.48,-52,115,0.0394736842105263,0.868421052631579
9640,-117.627906976744,-636,64,7.78823529411765,-120,240,0.232558139534884,0.441860465116279
9641,16.9280575539568,-97,82,-0.297101449275362,-74,63,0.402877697841727,0.0287769784172662
9642,536.484848484849,-63,11439,-115.520408163265,-6328,3353,0.545454545454545,0.0303030303030303
9643,-156.827586206897,-727,62,12.5438596491228,-66,408,0.172413793103448,0.620689655172414
9644,-120.071428571429,-557,44,18.3333333333333,-88,365,0.0714285714285714,0.928571428571429
9645,29.4615384615385,-48,120,0.285714285714286,-52,77,0.5,0.0128205128205128
9646,104.765432098765,1,290,-3.3875,-58,54,1,0
9647,-96.925,-572,167,7.48101265822785,-146,159,0.2625,0.45
9648,34.6814159292035,-171,265,0.0178571428571429,-277,159,0.0442477876106195,0.0442477876106195
9649,-160.3875,-563,86,7.30379746835443,-51,105,0.075,0.625
9650,434.366863905325,0,10610,-31.0714285714286,-5364,4542,0.236686390532544,0
9651,22.2647058823529,0,54,-0.848484848484849,-54,48,0.0294117647058824,0
9652,81.6386554621849,-157,1001,-8.32203389830508,-547,399,0.168067226890756,0.00840336134453781
9653,156.780821917808,18,772,-10.3611111111111,-282,119,1,0
9654,253.188235294118,-20,3425,-12.9880952380952,-3029,2380,0.329411764705882,0.0352941176470588
9655,-47.95,-584,55,5.10084033613445,-279,283,0.158333333333333,0.15
9656,-132.573643410853,-3470,337,27.3125,-158,2853,0.511627906976744,0.395348837209302
9657,-233.4375,-5035,56,53.2,-865,4497,0.229166666666667,0.520833333333333
9658,57.8909090909091,-173,992,-17.6666666666667,-618,95,0.218181818181818,0.636363636363636
9659,162.342857142857,8,1086,-7.58653846153846,-817,278,1,0
9660,-116.385714285714,-1505,110,22.0869565217391,-48,740,0.285714285714286,0.514285714285714
9661,-83.974358974359,-2081,116,27.2207792207792,-57,747,0.307692307692308,0.153846153846154
9662,44.7446808510638,-2,87,0.565217391304348,-87,87,0.765957446808511,0.0212765957446809
9663,9.02631578947369,-43,52,1.10810810810811,-38,24,0.473684210526316,0.105263157894737
9664,113.516129032258,-37,1676,-7.86885245901639,-1078,1186,0.274193548387097,0.17741935483871
9665,168.122448979592,0,782,-15.8958333333333,-261,112,0.408163265306122,0
9666,-66.3709677419355,-1450,324,4.40983606557377,-1166,1292,0.274193548387097,0.161290322580645
9667,50.7692307692308,1,148,-10.75,-133,61,1,0
9668,19.4408602150538,-15,62,0.282608695652174,-49,43,0.10752688172043,0.032258064516129
9669,5.425,-50,69,0.666666666666667,-50,50,0.35,0
9670,-46.5645161290323,-422,59,7.22950819672131,-61,213,0.0161290322580645,0.612903225806452
9671,-359.372340425532,-5234,266,26.3208556149733,-4486,4646,0.164893617021277,0.106382978723404
9672,9.31707317073171,-212,107,0.320987654320988,-212,212,0.0975609756097561,0.109756097560976
9673,169.824561403509,-43,2187,-31.8928571428571,-1602,379,0.526315789473684,0.192982456140351
9674,25.4736842105263,-88,93,0.8,-58,77,0.0131578947368421,0.0789473684210526
9675,-121.390243902439,-546,86,7.04938271604938,-97,128,0.0365853658536585,0.48780487804878
9676,110.44,0,504,-2.98648648648649,-329,351,0.346666666666667,0
9677,143.861538461538,-67,1095,-15.984375,-727,365,0.215384615384615,0.0307692307692308
9678,146.915254237288,-136,1564,-26.6379310344828,-781,176,0.474576271186441,0.423728813559322
9679,148.575,-45,881,-10.8227848101266,-254,42,0.5125,0.1875
9680,434.759689922481,-44,4426,-34.3984375,-2452,324,0.589147286821705,0.0232558139534884
9681,270.89898989899,-24,5722,-10.8469387755102,-4794,4657,0.787878787878788,0.0303030303030303
9682,85.4936708860759,-9,972,0.448717948717949,-787,774,0.987341772151899,0.0126582278481013
9683,27.5164835164835,-155,265,0.211111111111111,-347,259,0.285714285714286,0.406593406593407
9684,-77.7058823529412,-485,64,7.47761194029851,-164,336,0.426470588235294,0.441176470588235
9685,87.4628099173554,-26,545,-3.475,-211,102,0.413223140495868,0.0330578512396694
9686,31.7843137254902,-24,186,-3.02,-161,85,0.529411764705882,0
9687,-146.166666666667,-1140,64,15.7323943661972,-84,441,0.180555555555556,0.583333333333333
9688,141.129411764706,-21,566,-6.69047619047619,-442,209,0.647058823529412,0.0352941176470588
9689,-17.6739130434783,-428,70,9.93333333333333,-40,352,0.782608695652174,0.217391304347826
9690,128.621621621622,-22,506,-12.7222222222222,-225,55,0.486486486486487,0.243243243243243
9691,169.307692307692,-63,534,-9.265625,-268,206,0.584615384615385,0.0769230769230769
9692,134.415841584158,-41,409,-3.6,-97,88,0.712871287128713,0.0099009900990099
9693,50.2941176470588,-22,238,-0.377777777777778,-73,126,0.176470588235294,0.00735294117647059
9694,-84.5487804878049,-560,74,7.07407407407407,-101,237,0.268292682926829,0.646341463414634
9695,-127.033333333333,-635,59,3.37078651685393,-553,460,0.4,0.0222222222222222
9696,149.626666666667,-31,378,-5.31081081081081,-91,36,0.773333333333333,0.04
9697,141,-27,827,-17.9090909090909,-362,32,0.444444444444444,0.155555555555556
9698,47.4444444444444,12,78,-2,-27,40,1,0
9699,-28.0434782608696,-809,93,8.95604395604396,-120,608,0.347826086956522,0.173913043478261
9700,-12.9772727272727,-99,89,0.459770114942529,-85,78,0.227272727272727,0.147727272727273
9701,-76.2413793103448,-796,64,14.4210526315789,-49,459,0.0172413793103448,0.724137931034483
9702,-593.861635220126,-10297,110,28.0127388535032,-5371,5048,0.0628930817610063,0.289308176100629
9703,31.7586206896552,-21,94,0.192982456140351,-58,43,0.517241379310345,0.0862068965517241
9704,282.221238938053,-53,1890,-16.7053571428571,-703,432,0.194690265486726,0.0442477876106195
9705,-549.094339622642,-12346,73,51.4190476190476,-6966,9316,0.30188679245283,0.254716981132075
9706,-95.8888888888889,-333,68,5.60377358490566,-67,78,0.37037037037037,0.62962962962963
9707,32,3,80,0.0235294117647059,-27,39,1,0
9708,79.2040816326531,-100,581,-11.7083333333333,-213,49,0.489795918367347,0.102040816326531
9709,18.7307692307692,-20,107,0.246753246753247,-92,91,0.153846153846154,0.0384615384615385
9710,-4.97530864197531,-96,82,0.45,-101,105,0.222222222222222,0.0123456790123457
9711,27.4727272727273,-26,91,-0.12962962962963,-58,38,0.545454545454545,0.0545454545454545
9712,-152.447368421053,-743,70,5.54666666666667,-330,314,0.263157894736842,0.736842105263158
9713,-36.9329608938547,-179,24,0.0112359550561798,-107,118,0.0167597765363128,0.0782122905027933
9714,213.436781609195,-50,937,-10.4418604651163,-230,298,0.367816091954023,0.0804597701149425
9715,80.1379310344828,9,592,-19.9642857142857,-490,30,1,0
9716,896,-79,10282,-50.8854166666667,-5367,5371,0.536082474226804,0.0206185567010309
9717,91.891156462585,-12,487,0.13013698630137,-210,276,0,0
9718,-76.2666666666667,-381,64,6.89830508474576,-66,194,0.166666666666667,0.6
9719,-119.244444444444,-375,70,4.35955056179775,-194,209,0.255555555555556,0.266666666666667
9720,86.3859649122807,-33,548,-9.03571428571429,-250,34,0.456140350877193,0.0526315789473684
9721,29.3333333333333,-57,249,0.2375,-144,172,0.222222222222222,0.0123456790123457
9722,31,-6,66,-2.12,-32,39,0.807692307692308,0.0384615384615385
9723,94.1846153846154,-13,512,-7.5,-269,81,0.615384615384615,0.0153846153846154
9724,14.16,-6,34,0.541666666666667,-19,21,0.24,0.04
9725,-122.287878787879,-2067,64,6.49230769230769,-1634,1637,0.0909090909090909,0.303030303030303
9726,17.8421052631579,-1,45,1.22222222222222,-31,31,0.631578947368421,0.0526315789473684
9727,-67.1078431372549,-314,27,3.31683168316832,-118,118,0.0490196078431373,0.666666666666667
9728,-505.577464788732,-10293,120,34.7446808510638,-5413,5341,0.0492957746478873,0.140845070422535
9729,74.4684684684685,-25,817,-7.26363636363636,-388,626,0.324324324324324,0.036036036036036
9730,144.805825242718,-9,586,-5.07843137254902,-176,145,0.815533980582524,0.00970873786407767
9731,14.72,-4,64,1.20833333333333,-38,39,0.6,0.04
9732,434.59595959596,-48,6160,-7.51020408163265,-2998,5388,0.303030303030303,0.0303030303030303
9733,9.96261682242991,-195,450,0.245283018867925,-171,379,0.149532710280374,0.00934579439252336
9734,-134.48951048951,-537,76,0.584507042253521,-232,232,0.0979020979020979,0.00699300699300699
9735,75.0204081632653,-39,558,-10.5833333333333,-297,57,0.306122448979592,0.183673469387755
9736,166.795275590551,0,4430,-35.0079365079365,-3841,432,0.31496062992126,0
9737,157.191919191919,0,1165,-11.2551020408163,-559,185,0.464646464646465,0
9738,-200.055555555556,-1881,64,17.8224299065421,-384,1113,0.166666666666667,0.277777777777778
9739,196.011976047904,0,5011,-29.9277108433735,-4424,108,0.383233532934132,0
9740,166.274193548387,4,732,-11.2950819672131,-355,43,1,0
9741,-328.324324324324,-10756,215,11.3741496598639,-9219,9178,0.027027027027027,0.189189189189189
9742,20.9090909090909,-84,79,1.30263157894737,-58,51,0.298701298701299,0.194805194805195
9743,355.936507936508,-13,5911,-95.0322580645161,-3094,83,0.888888888888889,0.0158730158730159
9744,142.587837837838,-109,1015,0.17687074829932,-663,684,0.22972972972973,0.114864864864865
9745,87.695652173913,-75,447,-9.88888888888889,-140,86,0.456521739130435,0.173913043478261
9746,223.289855072464,22,728,-10.2794117647059,-240,205,1,0
9747,-177.854166666667,-1032,44,19.9787234042553,-119,392,0.208333333333333,0.541666666666667
9748,-106.177083333333,-803,162,0.2,-767,403,0.15625,0.135416666666667
9749,-2.06666666666667,-57,38,0.23728813559322,-45,41,0.233333333333333,0.266666666666667
9750,172.68932038835,-27,625,-5.87254901960784,-558,458,0.135922330097087,0.0485436893203883
9751,-45.7173913043478,-469,60,5.43956043956044,-99,320,0.0543478260869565,0.423913043478261
9752,18.0736842105263,-94,106,0.159574468085106,-43,69,0.0842105263157895,0
9753,83.1758241758242,-78,197,0.2,-146,112,0.461538461538462,0.010989010989011
9754,-89.2692307692308,-4681,848,0.213592233009709,-4605,3893,0.173076923076923,0.00961538461538462
9755,29.2777777777778,0,110,0.0188679245283019,-110,103,0.0185185185185185,0
9756,-66.375,-340,75,2.77215189873418,-129,97,0.3125,0.375
9757,99.679012345679,-12,461,-5.5375,-126,60,0.765432098765432,0.037037037037037
9758,54.320987654321,-57,332,-3.9625,-143,48,0.419753086419753,0.123456790123457
9759,-42.8240740740741,-848,49,8.13084112149533,-40,449,0.175925925925926,0.203703703703704
9760,-163.5,-1556,26,19.6438356164384,-140,559,0.135135135135135,0.648648648648649
9761,-122.18253968254,-5520,101,44.312,-5284,5343,0.595238095238095,0.0158730158730159
9762,295.381818181818,19,1252,-22.8333333333333,-718,222,1,0
9763,-24.2833333333333,-122,73,0.220338983050847,-122,122,0.2,0.0833333333333333
9764,372.65,16,1568,-17.7848101265823,-409,990,1,0
