Event,Result,FirstMove,NumberOfMoves,WhiteElo,BlackElo
12578,W,d4e6,41,2266,2095
12579,W,e4c5,54,2098,2219
12580,D,d4Nf6,121,2474,2509
12581,D,e4e6,57,2491,2474
12582,W,e4g6,28,2160,2353
12583,W,d4d6,50,2302,1647
12584,D,e4e6,35,2257,2262
12585,D,e4c5,74,2385,2328
12586,W,e4e5,32,2446,2238
12587,D,d4d5,48,2318,2211
12588,D,d4Nf6,31,2413,2287
12589,D,e4c5,4,2365,2296
12590,D,e4d6,64,2234,2260
12591,W,e4d6,38,2279,2440
12592,D,d4Nf6,63,2447,2259
12593,D,d4Nf6,19,2472,2375
12594,D,d4d5,39,2308,2589
12595,W,d4Nf6,38,2516,2521
12596,D,d4Nf6,41,2339,2417
12597,D,d4Nf6,36,2478,2203
12598,W,e4c5,27,2339,2132
12599,B,d4e6,43,2539,2596
12600,D,Nf3d5,44,2505,2386
12601,D,e4e5,17,2436,2650
12602,B,d4Nf6,37,2388,2387
12603,B,d4d5,40,2460,2594
12604,D,e4c5,61,2730,2717
12605,W,d4f5,48,2619,2638
12606,B,e4e6,39,1810,1469
12607,B,Nf3b5,27,1850,2491
12608,W,d4Nf6,37,2278,2265
12609,D,e4d6,19,2001,2170
12610,D,c4e6,14,2218,2423
12611,B,e4d6,41,2473,2578
12612,B,d4d5,38,1927,2352
12613,W,Nc3e5,29,2427,1904
12614,B,e4c5,55,2155,2362
12615,W,d4d6,60,2167,2365
12616,W,c4b6,22,2022,2018
12617,B,e4e6,36,2697,2676
12618,W,e4c5,41,2098,1901
12619,B,e4c5,39,1694,1876
12620,W,Nf3Nf6,32,2647,2549
12621,B,d4Nf6,53,2535,2404
12622,W,c4e6,32,2286,2134
12623,B,d4Nf6,28,1959,2412
12624,B,Nf3Nf6,36,2290,2230
12625,D,e4e5,28,2436,2505
12626,D,e4e6,24,1939,2168
12627,B,d4Nf6,47,2393,2641
12628,B,d4Nf6,41,2432,2339
12629,D,e4c6,64,2319,2368
12630,D,e4e5,81,2502,2443
12631,D,d4Nf6,22,2072,2162
12632,W,e4e6,49,2133,2117
12633,D,d4Nf6,44,2105,2011
12634,B,e4e6,36,2112,2493
12635,D,e4e6,19,2462,2498
12636,W,d4Nf6,28,2512,2279
12637,B,Nf3Nf6,65,2440,2447
12638,D,Nf3d5,21,2572,2557
12639,B,e4c5,35,2189,2426
12640,W,e4c5,28,1761,1909
12641,B,e4e5,83,2453,2524
12642,B,d4Nf6,28,2052,2295
12643,B,c4g6,33,2194,2582
12644,W,Nf3c5,32,2427,2209
12645,W,e4c5,28,2080,1733
12646,D,e4c5,40,2328,2215
12647,B,e4c5,40,2431,2530
12648,B,e4c6,59,2224,2114
12649,D,e4c5,50,2245,2069
12650,B,Nf3d5,46,1774,2148
12651,W,Nf3d6,45,1814,1757
12652,W,e4e5,31,2363,2458
12653,W,d4Nf6,41,2387,2161
12654,B,d4d5,33,2263,2587
12655,D,e4c5,45,2394,2284
12656,W,e4c5,74,2282,2377
12657,D,e4c6,36,2090,2290
12658,D,d4Nf6,40,2393,2198
12659,D,e4e5,14,2651,2589
12660,W,e4e6,50,2338,2218
12661,W,c4f5,57,1947,2021
12662,D,d4g6,36,1700,2079
12663,B,Nf3Nf6,120,2440,2248
12664,W,d4d5,20,2207,1731
12665,W,c4Nf6,41,2447,2385
12666,W,e4e5,49,2311,1724
12667,B,e4c5,71,2307,2452
12668,W,e4d6,23,1999,1817
12669,W,Nf3Nf6,28,1796,1483
12670,D,e4e5,44,2441,2593
12671,W,e4e6,41,2180,2061
12672,D,d4d5,62,2409,2535
12673,D,d4Nf6,41,2392,2251
12674,W,g3e5,50,2521,2256
12675,W,d4Nf6,22,1806,1683
12676,D,c4Nf6,21,2505,2356
12677,W,e4e5,63,2414,2183
12678,D,d4c5,28,1987,1835
12679,W,e4d6,23,1927,2061
12680,B,d4b5,49,1862,2340
12681,B,d4d5,58,2215,2129
12682,D,c4f5,43,2055,2389
12683,W,d4d5,33,2350,1926
12684,D,d4e6,20,1769,1982
12685,B,e4c5,33,2021,2414
12686,D,d4Nf6,38,2757,2721
12687,D,e4c5,75,2622,2682
12688,W,Nf3Nf6,46,2427,2224
12689,D,e4e6,61,2612,2499
12690,D,d4Nf6,29,2216,2580
12691,B,e4d5,27,2217,2650
12692,B,d4d5,28,2623,2524
12693,D,e4c5,21,2126,2207
12694,W,g3e5,58,2034,2137
12695,B,Nf3d5,45,1756,2161
12696,W,d4d5,35,2313,2362
12697,W,d4c5,52,2411,2376
12698,B,e4c6,33,1879,2219
12699,D,e4e5,33,2045,2169
12700,D,e4e6,52,2255,2408
12701,D,e4e5,10,2481,2422
12702,B,e4g6,56,2201,2561
12703,B,d4Nf6,45,2549,2528
12704,D,d4Nf6,59,2586,2672
12705,B,d4Nf6,52,2560,2398
12706,D,d4Nf6,41,2127,1969
12707,D,c4e6,31,2567,2546
12708,W,e4c5,50,2039,1849
12709,D,c4b6,22,2230,2269
12710,D,e4e5,73,1878,2079
12711,W,c4f5,23,2190,2028
12712,W,e4c6,33,2553,2524
12713,B,e4e6,35,1916,2362
12714,W,e4c5,56,2201,2335
12715,W,c4e6,34,2618,2433
12716,W,e4c6,71,2262,2111
12717,W,e4e6,51,2068,2312
12718,B,e4e5,29,2086,2199
12719,W,Nf3g6,28,2165,2318
12720,B,c4Nf6,35,1817,2326
12721,W,e4g6,32,2543,2047
12722,B,d4Nf6,36,2188,2566
12723,B,e4e5,60,1883,1893
12724,D,d4Nf6,45,2408,2284
12725,D,d4Nf6,56,2654,2682
12726,B,Nf3g6,36,2177,2241
12727,D,Nf3Nf6,42,2079,1834
12728,D,d4Nf6,64,2652,2726
12729,B,d4Nf6,38,2526,2409
12730,B,d4d5,27,2351,2228
12731,D,d4Nf6,27,2356,2162
12732,W,c4Nf6,43,2553,2268
12733,D,Nf3d5,21,2162,2321
12734,D,Nf3d6,20,2096,2037
12735,W,d4d5,21,2573,2097
12736,W,e4e5,28,1911,1644
12737,B,e4c5,36,1732,2128
12738,W,e4d5,38,2688,2441
12739,D,d4Nf6,52,2153,2266
12740,B,d4Nf6,41,2046,2288
12741,D,d4Nf6,40,2216,2012
12742,W,d4Nf6,25,2440,2031
12743,D,d4Nf6,31,2100,2397
12744,W,e4c5,48,1867,1591
12745,D,e4c6,43,2361,2501
12746,W,e4e6,54,2645,2446
12747,B,d4Nf6,50,2075,2305
12748,B,e4c6,44,2753,2679
12749,W,c4e5,21,2485,2263
12750,D,d4Nf6,38,2408,2340
12751,D,e4e5,20,2558,2591
12752,D,Nf3Nf6,31,2157,2338
12753,D,e4c6,8,2405,2469
12754,D,d4Nf6,78,2580,2707
12755,W,c4c6,30,2654,2366
12756,B,e4c5,41,2406,2641
12757,B,e4d6,47,1977,2232
12758,B,d4Nf6,37,1865,2461
12759,D,e4d6,49,1572,1815
12760,W,c4e5,22,2231,2120
12761,W,e4c5,35,1843,1602
12762,B,e4e6,49,1967,2243
12763,D,d4d5,48,2366,2533
12764,B,e4c5,25,2145,2529
12765,W,d4Nf6,40,2489,2249
12766,B,e4Nf6,37,2681,2764
12767,D,d4Nf6,39,2430,2538
12768,W,e4c5,32,2097,1759
12769,B,d4d5,58,1689,2131
12770,D,e4d6,54,2507,2714
12771,W,e4e6,52,1945,1777
12772,B,e4e6,30,2004,2211
12773,B,e4d5,19,2123,2408
12774,W,d4Nf6,50,2370,2307
12775,W,e4d5,47,2183,2239
12776,B,d4d5,72,1698,1943
12777,D,c4e6,28,2395,2378
12778,W,e4e6,21,2358,2246
12779,D,e4d6,43,2066,1754
12780,W,e4c5,33,2475,2088
12781,B,e4e5,38,2343,2498
12782,D,d4Nf6,35,1780,2040
12783,D,e4e6,55,2231,2129
12784,W,d4Nf6,70,1751,2096
12785,B,e4c6,60,2147,2226
12786,W,d4d6,54,1728,1807
12787,B,e4c5,38,2153,2396
12788,B,d4Nf6,26,2455,2141
12789,W,Nf3d5,26,2374,1945
12790,D,d4d5,31,2591,2619
12791,W,e4c5,62,2264,2034
12792,B,d4Nf6,47,2074,2308
12793,B,e4c5,64,1938,2251
12794,D,e4c5,49,2555,2377
12795,D,e4e6,68,2291,2028
12796,B,e4g6,50,2091,2587
12797,B,c4e5,23,1794,1916
12798,W,d4c5,66,2222,2310
12799,W,c4e6,38,2276,2020
12800,W,e4c5,156,2752,2792
12801,D,e4c5,49,2476,2290
12802,D,d4d5,10,2484,2560
12803,B,Nf3Nf6,32,2215,2482
12804,W,e4e6,13,2046,2047
12805,W,e4c5,50,2377,2532
12806,W,c4f5,32,2430,1987
12807,W,e4e5,35,2039,2066
12808,W,e4e6,29,1945,1663
12809,W,e4e6,55,2401,2441
12810,D,c4c5,41,2316,2310
12811,W,d4d5,27,1946,2260
12812,W,e4e5,35,2291,2189
12813,W,e4c5,36,2403,2277
12814,W,Nf3d5,55,2620,2499
12815,W,d4Nf6,24,2382,2407
12816,D,d4Nf6,23,2557,2705
12817,W,Nf3d5,56,2294,2107
12818,B,e4c5,29,2225,2464
12819,D,e4c5,57,2672,2660
12820,W,e4c6,36,2150,1491
12821,D,d4Nf6,29,2282,2327
12822,W,d4Nf6,20,2285,1957
12823,W,d4d5,35,2269,2001
12824,D,d4d5,63,2197,2353
12825,D,c4Nf6,31,1611,1755
12826,W,Nf3Nf6,34,2534,2298
12827,D,e4c5,19,2222,2365
12828,W,c4Nf6,39,2484,1882
12829,D,d4Nf6,40,2232,2449
12830,W,d4Nf6,36,2473,2185
12831,B,e4e5,49,2483,2710
12832,D,d4d5,58,2439,2327
12833,W,d4d6,30,2561,2506
12834,D,e4e6,55,2355,2426
12835,D,e4c6,35,1979,2180
12836,W,c4Nf6,42,2482,2147
12837,D,d4Nf6,40,2293,2489
12838,D,e4c5,27,2378,2246
12839,B,e4c5,51,1924,2208
12840,D,c4c5,22,1726,2007
12841,W,e4c5,63,2530,2550
12842,B,d4Nf6,46,2281,2235
12843,W,d4Nf6,61,2548,2541
12844,W,Nf3c5,31,2301,2157
12845,D,c4e6,69,1931,2237
12846,D,e4c6,48,2551,2328
12847,D,e4c5,55,1740,2414
12848,D,e4e5,29,2659,2743
12849,B,d4Nf6,79,2155,2292
12850,B,e4d6,36,1775,2104
12851,W,d4d5,41,2621,2586
12852,W,e4c5,27,2172,2090
12853,W,d4Nf6,43,2249,2316
12854,W,Nf3Nf6,25,2108,1835
12855,W,e4c5,59,2312,2038
12856,W,e4c5,51,1653,1942
12857,D,d4f5,96,2487,2506
12858,D,d4Nf6,49,2739,2561
12859,D,d4Nf6,42,2311,2295
12860,W,d4Nf6,49,2462,2444
12861,D,c4Nf6,32,2199,1846
12862,W,d4Nf6,29,2351,2348
12863,W,d4Nf6,31,2462,2219
12864,D,d4e6,34,2303,2315
12865,B,d4Nf6,52,2421,2519
12866,D,Nf3Nf6,28,2485,2564
12867,W,d4e6,40,2356,2082
12868,W,e4c5,43,1904,1747
12869,B,c4e6,35,2168,2187
12870,W,e4c5,34,2355,1992
12871,B,d4Nf6,43,2000,1886
12872,D,Nf3,1,2427,2016
12873,W,d4Nf6,39,2408,2215
12874,W,c4c5,56,2596,2532
12875,W,d4Nf6,29,2259,2055
12876,B,e4c5,60,1997,2087
12877,B,d4Nf6,70,1846,2222
12878,B,d4Nf6,43,1844,2050
12879,W,e4c5,30,2296,2344
12880,D,e4c5,49,2438,2291
12881,W,d4Nf6,27,2210,1962
12882,B,d4d5,54,2068,2166
12883,D,d4Nf6,59,2584,2710
12884,W,Nf3g6,62,2711,2393
12885,W,e4e6,27,2628,2639
12886,W,d4Nf6,31,2527,2632
12887,D,d4d5,9,2100,2005
12888,B,e4c5,41,1986,2299
12889,D,Nf3c5,85,2158,2152
12890,B,e4c5,26,2001,1950
12891,W,e4d5,40,2068,1947
12892,B,e4d6,37,1999,2001
12893,W,d4Nf6,34,2418,2288
12894,D,c4Nf6,75,2333,2138
12895,W,e4e5,35,1865,1697
12896,D,Nf3Nf6,45,2032,2036
12897,W,d4Nf6,42,1922,2048
12898,D,e4e5,44,2220,1930
12899,D,e4c5,40,2318,2206
12900,D,e4e5,34,1978,2164
12901,D,d4Nf6,15,2624,2563
12902,W,d4Nf6,27,2511,2421
12903,W,d4Nf6,42,2036,1802
12904,W,e4c5,26,2449,2314
12905,D,e4Nc6,56,2227,2159
12906,B,Nf3c5,69,2589,2711
12907,D,c4Nf6,43,2436,2132
12908,B,e4e5,27,2066,2100
12909,B,Nf3Nf6,23,2188,2511
12910,W,e4c5,18,2140,1913
12911,D,d4d6,9,2595,2601
12912,B,b4c6,38,1799,2021
12913,W,d4Nf6,37,2742,2581
12914,W,d4d6,40,1955,1634
12915,B,e4c5,84,2450,2688
12916,B,d4f5,62,2016,2156
12917,D,e4c5,66,2260,2447
12918,B,d4d5,45,2686,2556
12919,W,e4e6,57,2143,2124
12920,B,d4d5,82,2303,2390
12921,B,e4c5,33,2355,2555
12922,B,e4d6,40,1725,2212
12923,B,d4Nf6,34,2061,2174
12924,W,b3e6,33,2331,2112
12925,D,d4d5,62,2570,2417
12926,W,e4Nf6,69,2606,2439
12927,D,c4c6,17,2482,2359
12928,D,e4c5,40,2565,2518
12929,D,c4Nf6,51,2577,2596
12930,D,d4Nf6,24,2221,2392
12931,W,e4e6,30,2220,1934
12932,D,Nf3Nf6,41,2392,2495
12933,D,e4e6,52,2404,2477
12934,W,d4Nf6,53,2324,2108
12935,D,Nf3d5,33,2758,2830
12936,D,e4e5,31,2505,2333
12937,W,e4e5,53,2009,1673
12938,D,e4c5,42,1750,1969
12939,B,c4c6,26,1999,2233
12940,B,d4Nf6,51,2135,2434
12941,B,Nf3c5,36,1389,1901
12942,W,e4e6,39,2077,2074
12943,W,e4c5,25,1747,1854
12944,W,c4e6,39,2137,2002
12945,W,e4c5,70,2186,2052
12946,W,e4g6,40,2217,2293
12947,B,e4c5,38,1805,1973
12948,B,d4Nf6,46,2402,2408
12949,D,e4e6,62,1626,1960
12950,D,d4Nf6,60,2585,2470
12951,W,e4c6,27,2074,1912
12952,B,e4c5,29,2187,2343
12953,B,d4Nf6,7,2239,2706
12954,D,d4Nf6,63,1938,2120
12955,B,d4Nf6,41,2683,2531
12956,W,Nf3Nf6,28,2532,2115
12957,W,e4c5,38,2259,1984
12958,B,c4e5,47,2056,2055
12959,B,e4c5,51,2148,2493
12960,D,e4c6,21,2066,2208
12961,D,d4Nf6,25,2005,2091
12962,W,e4e5,56,2434,2358
12963,B,e4c5,20,2134,2177
12964,W,Nf3f5,58,2553,1916
12965,D,d4Nf6,23,1822,2243
12966,B,e4e5,38,2113,2509
12967,D,c4Nf6,33,2332,2381
12968,D,e4c5,49,2140,2144
12969,W,c4e5,56,2263,2238
12970,D,d4Nf6,40,2355,2558
12971,B,e4c5,18,1578,1695
12972,W,d4c5,35,2638,2245
12973,B,e4e5,71,2113,2379
12974,W,e4d5,18,1696,1466
12975,D,d4d5,56,2600,2558
12976,D,e4e5,12,2227,2136
12977,W,c4e5,51,2572,2293
12978,B,e4c5,32,1983,2146
12979,W,e4c5,34,2671,2343
12980,B,e4g6,37,2149,2060
12981,W,Nf3Nf6,59,2423,2407
12982,W,e4c5,40,2375,2243
12983,B,e4e5,29,2301,2526
12984,B,e4c5,28,1672,2329
12985,B,d4Nf6,38,2477,2570
12986,W,e4d5,19,2032,1886
12987,B,Nf3Nf6,63,2295,2307
12988,W,e4c5,45,2033,1873
12989,W,e4c5,45,2464,2350
12990,D,c4e5,19,2410,2540
12991,D,d4Nf6,52,2501,2368
12992,W,d4Nf6,19,2633,2474
12993,W,e4e5,56,2382,2156
12994,D,Nf3Nf6,40,2434,2239
12995,D,d4Nf6,60,2172,2306
12996,W,d4Nf6,33,2200,1929
12997,B,d4Nf6,40,2707,2645
12998,W,e4c6,35,2636,2437
12999,B,e4c5,57,2344,2530
13000,D,c4Nf6,17,2672,2586
13001,W,d4Nf6,57,2054,1834
13002,D,Nf3Nf6,36,2447,2677
13003,D,d4g6,52,2326,2533
13004,D,Nf3d5,14,2135,2099
13005,W,e4c6,62,2531,2259
13006,B,g3g6,41,2134,2328
13007,B,e4c6,50,2318,2352
13008,W,e4c5,26,2202,2026
13009,W,e4c5,43,2497,2653
13010,D,c4e5,59,1801,1921
13011,D,Nf3d5,67,2268,2416
13012,D,d4d5,20,2242,1970
13013,D,e4c5,36,2213,2282
13014,D,e4c5,73,2222,2172
13015,B,c4c5,7,2497,2443
13016,D,e4e6,56,2133,2553
13017,W,e4d5,41,1377,1784
13018,W,e4e6,37,2410,2232
13019,W,e4c5,50,2194,2159
13020,D,Nf3Nf6,38,2554,2625
13021,D,d4Nf6,73,2327,2409
13022,W,d4Nf6,61,1825,2095
13023,W,d4d5,35,2713,2243
13024,B,d4c5,39,1814,2039
13025,W,e4c5,34,2255,2147
13026,B,Nf3Nf6,23,2095,2368
13027,B,e4e6,33,2081,2270
13028,D,d4Nf6,38,2244,2138
13029,D,c4e5,38,2229,2281
13030,D,d4f5,20,2244,2229
13031,D,d4d5,49,2680,2493
13032,D,d4Nf6,12,2325,2385
13033,B,e4e5,32,1590,1909
13034,B,d4Nf6,41,1937,2291
13035,B,d4d6,40,2107,2216
13036,D,d4Nf6,35,2255,2056
13037,B,d4Nf6,46,2379,2387
13038,B,e4c5,33,2102,1853
13039,B,d4Nf6,44,2062,2148
13040,D,d4Nf6,52,2097,1935
13041,D,e4c5,98,2110,2298
13042,W,d4d5,45,2375,2046
13043,B,e4e6,106,2331,2423
13044,B,e4e5,67,2193,2370
13045,W,e4c5,26,1950,2162
13046,B,d4d5,45,1728,1774
13047,W,d4Nf6,32,2511,1958
13048,B,e4c5,24,2520,2255
13049,W,d4Nf6,36,2629,2456
13050,B,e4c5,65,2053,2253
13051,D,Nf3d6,22,2173,2046
13052,W,d4Nf6,35,2629,2566
13053,W,d4d5,25,2422,2395
13054,D,d4Nf6,56,2564,2449
13055,W,e4c5,30,2393,2536
13056,D,e4c5,9,2002,1971
13057,B,e4c5,37,2562,2485
13058,B,e4g6,26,1791,2280
13059,W,e4c5,44,1631,1844
13060,B,d4Nf6,33,1770,2016
13061,W,e4g6,40,2284,2160
13062,W,d4Nf6,32,2447,2282
13063,W,e4c6,64,2445,2187
13064,D,d4Nf6,15,1775,1860
13065,D,d4d6,10,1922,1730
13066,W,Nf3d5,10,2544,2380
13067,W,d4Nf6,51,2358,2176
13068,W,d4d5,46,2101,2055
13069,B,e4g6,47,2505,2472
13070,D,e4e5,8,2355,2617
13071,W,e4c5,86,2448,2227
13072,B,e4e5,73,2109,2332
13073,D,c4e5,41,2321,2321
13074,D,d4f5,35,2338,2095
13075,B,Nf3d5,40,2483,2463
13076,D,d4Nf6,15,2325,2333
13077,D,e4e5,60,2181,2487
13078,W,c4g6,50,2383,2507
13079,D,d4f5,40,2323,2425
13080,W,e4c6,71,2237,2113
13081,D,d4c5,26,1895,2062
13082,D,d4Nf6,42,2551,2478
13083,W,b3d5,33,2634,2698
13084,W,e4e5,37,2077,1715
13085,W,d4e6,61,2367,2109
13086,B,e4c5,31,2203,2372
13087,B,d4Nf6,34,2526,2361
13088,D,e4c5,53,2490,2521
13089,W,d4Nf6,40,2220,2067
13090,B,e4e6,38,1675,1880
13091,D,e4e5,50,2394,2581
13092,W,e4e5,45,2641,2627
13093,B,e4d6,46,2024,2239
13094,B,d4d5,47,2005,2593
13095,B,d4Nf6,103,1794,1614
13096,W,e4d5,30,2496,2029
13097,D,d4Nf6,41,2639,2495
13098,B,e4c5,42,1956,2130
13099,D,Nf3Nf6,16,2325,2526
13100,D,Nf3Nf6,32,2087,1718
13101,D,e4g6,6,2390,2333
13102,B,e4c5,21,2214,2509
13103,D,Nf3d5,22,2508,2221
13104,W,c4g6,28,2249,2023
13105,W,d4Nf6,61,2655,2467
13106,D,e4c6,16,1917,1985
13107,W,d4Nf6,50,2621,2742
13108,W,e4e6,26,1996,2312
13109,W,e4e6,48,2078,1918
13110,W,d4Nf6,35,2558,2362
13111,B,Nf3d5,31,2491,2338
13112,D,Nf3Nf6,56,2570,2625
13113,W,e4e5,35,2062,1865
13114,B,e4e6,50,1943,1547
13115,B,e4c5,25,1890,2094
13116,D,e4e5,41,2783,2772
13117,W,d4e6,45,2414,2494
13118,W,Nf3f5,30,2492,2201
13119,W,d4e6,49,2020,1817
13120,D,d4Nf6,45,2628,2783
13121,D,e4c5,23,2214,2333
13122,D,d4d5,39,2626,2618
13123,D,d4d5,34,2578,2427
13124,W,e4d6,42,2100,2230
13125,W,d4c5,47,2190,2227
13126,W,Nf3b6,48,2281,2512
13127,B,e4c5,65,1759,2152
13128,W,c4Nf6,36,1814,2005
13129,W,g3d5,53,2134,2035
13130,W,e4e6,30,2439,2402
13131,D,d4d6,27,2391,2501
13132,W,d4d5,25,2489,2100
13133,D,d4Nf6,19,2554,2584
13134,B,d4d5,43,2554,2542
13135,W,d4Nf6,53,2588,2501
13136,B,d4d5,54,2165,2258
13137,B,d4Nf6,27,2631,2647
13138,B,Nf3Nf6,32,1838,1900
13139,B,e4c5,57,1713,2185
13140,W,e4e6,26,2124,2007
13141,W,e4e6,39,2426,2034
13142,W,e4e6,40,1966,1767
13143,W,d4d6,55,2492,2429
13144,B,e4e5,40,2113,2300
13145,B,e4c5,36,2009,2377
13146,W,d4Nf6,54,2554,2093
13147,D,e4g6,42,2484,2549
13148,B,d4e6,45,2056,2285
13149,W,Nf3Nf6,44,2375,2678
13150,W,Nf3Nf6,25,2760,2549
13151,W,d4Nf6,33,2039,1869
13152,W,c4Nf6,41,2580,2563
13153,B,Nf3c5,34,2087,2426
13154,W,d4d5,21,2264,1809
13155,B,d4Nf6,46,2539,2397
13156,B,e4e5,86,2254,2494
13157,D,d4Nf6,53,2650,2578
13158,W,Nf3Nf6,31,1609,1331
13159,W,d4d5,18,1656,1287
13160,W,d4Nf6,30,2809,2757
13161,W,e4e5,40,2479,2225
13162,D,e4e6,25,2223,2073
13163,B,e4c5,39,2037,2190
13164,D,d4Nf6,41,2483,2367
13165,B,e4c5,54,1879,2211
13166,B,d4d5,31,1917,2133
13167,W,e4c5,17,2510,2380
13168,D,e4g6,30,2411,2211
13169,B,e4c5,37,2273,2432
13170,W,e4c5,39,2551,2335
13171,D,Nf3c5,40,2172,2023
13172,W,e4c5,31,2523,2121
13173,W,d4Nf6,52,2210,2211
13174,B,e4e6,47,2523,2605
13175,D,e4e6,27,1751,1641
13176,D,e4c5,54,2345,2195
13177,W,e4c6,41,2667,2509
13178,W,e4e5,55,2597,2407
13179,D,d4g6,31,2123,2272
13180,D,e4c5,9,2528,2560
13181,D,e4e5,15,1261,1601
13182,W,e4d6,81,2273,2350
13183,D,d4d6,63,2470,2248
13184,B,d4f5,40,1715,2011
13185,D,e4e5,30,2155,2344
13186,D,e4e5,29,2638,2484
13187,B,Nf3Nf6,43,2118,2283
13188,W,e4c5,29,2286,2084
13189,B,e4c6,21,2130,2508
13190,W,d4d5,24,1965,2133
13191,W,e4e5,63,2427,2358
13192,D,c4f5,54,2142,1876
13193,W,d4Nf6,45,2228,2315
13194,W,Nf3Nf6,71,1927,1763
13195,B,d4e6,50,2410,2683
13196,W,d4Nf6,40,2671,2516
13197,W,Nf3Nf6,31,2102,1727
13198,B,e4e6,23,1689,1894
13199,B,e4c5,41,2327,2365
13200,W,e4c5,35,2596,2277
13201,D,Nf3Nf6,31,2200,2103
13202,W,d4Nf6,51,2132,2186
13203,W,e4d5,68,2104,1908
13204,W,d4d5,41,2514,2410
13205,D,e4c5,54,2740,2678
13206,W,d4Nf6,42,2600,2425
13207,B,e4c5,30,2193,2442
13208,B,e4e6,36,1570,1839
13209,B,c4Nf6,35,2054,2242
13210,B,e4e6,75,2345,2542
13211,D,d4d6,55,2434,2245
13212,D,d4e6,71,1882,2158
13213,W,e4c5,44,1948,2316
13214,W,d4Nf6,50,2081,2045
13215,B,d4Nf6,51,1695,1793
13216,B,d4Nf6,22,2401,2246
13217,W,d4d5,37,2092,1930
13218,W,e4c5,27,2607,2455
13219,W,d4f5,25,1712,1631
13220,D,e4c5,52,2553,2586
13221,D,e4e5,45,2442,2244
13222,B,e4e5,70,1964,2016
13223,B,d4Nf6,27,2151,2579
13224,D,Nf3g6,35,2200,2550
13225,W,e4e5,46,2020,1677
13226,W,e4c5,64,2140,1702
13227,W,d4d5,42,2001,1540
13228,W,d4Nf6,28,2436,2377
13229,B,Nf3Nf6,34,2014,2472
13230,B,e4c5,35,1899,1789
13231,D,b3d5,57,1863,2130
13232,W,Nf3Nf6,30,2634,1884
13233,W,d4d5,41,2251,2045
13234,W,e4e6,46,2635,2444
13235,W,e4e6,37,2644,2210
13236,D,e4c6,22,2053,1792
13237,D,Nf3g6,48,2368,2532
13238,W,d4d5,33,2644,2154
13239,W,d4d5,35,2369,2197
13240,W,e4c5,30,2273,2133
13241,W,d4Nf6,37,2312,2486
13242,W,c4c5,40,2571,2349
13243,W,e4e6,32,2306,2068
13244,D,d4Nf6,66,2473,2549
13245,D,e4Nc6,41,1526,1738
13246,W,Nf3Nf6,47,2433,2396
13247,W,Nf3c5,42,2321,2351
13248,D,d4Nf6,36,2221,2587
13249,D,d4Nf6,60,2298,2625
13250,D,e4c6,25,1986,2400
13251,D,b4a5,31,1950,2118
13252,B,f4Nf6,16,1847,2034
13253,D,c4e6,43,1986,2172
13254,W,d4d5,50,1771,1904
13255,W,d4f5,44,2404,2201
13256,B,d4f5,42,2129,2002
13257,W,d4f5,46,2230,2320
13258,D,d4Nf6,28,1935,2280
13259,W,e4e6,32,2193,1930
13260,D,e4d6,29,1916,1952
13261,D,d4e6,39,2524,2484
13262,W,Nf3Nf6,52,2744,2263
13263,W,Nf3Nf6,46,2398,2448
13264,D,d4Nf6,23,1893,1992
13265,B,e4c5,51,2134,2509
13266,D,f4d5,46,2193,2299
13267,W,e4c5,57,2277,2423
13268,D,d4Nf6,45,2470,2278
13269,B,d4d5,44,1717,2423
13270,B,e4e5,66,1775,1601
13271,D,e4c5,46,1890,2093
13272,W,d4Nf6,25,2641,2169
13273,B,e4c5,71,1996,2125
13274,D,e4e5,6,2636,2389
13275,D,d4Nf6,39,2181,2376
13276,B,c4g6,40,2524,2631
13277,B,d4Nf6,50,2734,2631
13278,B,e4e6,35,1701,1936
13279,B,d4g6,31,2163,2579
13280,W,d4e6,44,2381,2124
13281,D,g3d5,34,2287,2354
13282,B,c3Nf6,54,2106,1786
13283,B,f4d5,49,2103,2105
13284,D,e4g6,29,2494,2207
13285,D,d4f5,80,2102,2158
13286,W,d4Nf6,49,2450,2550
13287,W,e4c5,36,2049,1817
13288,D,d4Nf6,10,1787,1462
13289,D,e4e5,50,2338,2245
13290,D,e4e6,65,2504,2360
13291,W,e4c6,54,2130,1907
13292,D,e4c5,45,2613,2671
13293,W,d4d5,34,1980,1634
13294,W,e4c5,46,2508,2371
13295,W,c4c5,32,1880,1490
13296,D,e4c6,26,1975,2163
13297,B,g4d5,15,2000,2329
13298,D,e4e5,45,2005,1907
13299,W,d4Nf6,34,2023,2098
13300,W,e4d6,33,2633,2456
13301,B,d4Nf6,43,1516,1504
13302,B,e4e5,39,2094,2274
13303,D,Nf3c5,27,2089,2222
13304,D,e4d5,58,2043,1641
13305,B,e4d5,28,2018,2064
13306,B,d4Nf6,37,2115,2517
13307,B,d4Nf6,38,1887,2081
13308,D,e4c5,50,2494,2597
13309,W,e4e5,65,2332,2060
13310,D,c4e6,66,2649,2570
13311,W,e4c5,58,2086,1965
13312,D,d4d6,48,2104,1751
13313,D,e4e5,57,2138,2567
13314,B,e4c5,53,1962,2153
13315,D,Nf3c5,58,2379,2239
13316,D,d4d5,51,1698,1939
13317,D,d4d5,45,2397,2578
13318,D,c4e5,59,2430,2432
13319,W,d4Nf6,45,2529,2279
